ID,medv
3,30.599594052276668
6,25.100459076053394
8,18.158993285760694
9,9.303476463337702
10,17.689729148703073
18,16.65182092494254
20,18.518821285635255
25,15.237934776774349
26,12.775390260278506
27,15.094800425371709
29,19.328575452418658
30,20.760396702935623
33,7.256504073899357
34,13.675262001611163
36,23.769684759160242
37,22.16124318951937
38,23.23698123325132
42,28.24020487595918
49,6.951921578451483
53,27.572127257248017
60,20.945918144798984
63,23.884161130152798
70,20.517307878470838
72,21.71863158023075
79,20.926500208333298
80,22.504872354729173
83,26.037675044370005
92,27.137015457615693
93,29.185998228513615
96,28.343453011772613
98,35.62031212900395
99,35.209705956271584
100,32.035841046020245
105,21.36328230507447
106,18.158744594348676
111,20.6896802575597
113,20.216398872367815
114,20.067335661919383
116,19.808628450950113
126,22.809528713472748
130,14.242513107436363
131,20.555144198495796
133,20.679187591371544
136,17.473777582281155
141,13.27568976799937
144,11.766252873779763
145,8.095366647101546
147,15.518474057284749
152,18.626118775383915
153,21.69568429790003
156,20.962293137090825
158,33.66835399309398
163,42.310093061204135
169,26.239203344805247
185,21.988401747983804
186,24.15677068503087
189,32.20837755572528
196,40.51664053400094
197,35.3551951198473
199,33.70726511422831
200,29.78892508909873
203,36.76125057104478
208,17.13313212398143
210,16.938367567216023
211,22.758233796586012
213,23.421712257911807
216,24.619864530016763
218,28.277530056110038
219,25.346882755986776
220,30.62695440478468
221,34.03164694511131
229,35.913160559192576
232,33.32124548996243
238,32.82912131962331
239,28.242746875860288
240,28.048332667287927
242,22.896230317535903
246,12.236082440738151
248,19.215882223246588
253,25.083672763024268
255,23.316907869932354
256,20.920758714278758
257,37.297931192763144
258,43.1848960569024
259,36.13190080899303
260,34.73702030862409
268,40.46392133116582
270,26.35445925414158
271,21.973801906009264
276,34.07830089438338
277,36.65310806734587
278,36.15884363144876
279,30.396026071538188
281,38.46115856120444
288,26.69109246331782
290,26.354941306028927
292,34.72377855306272
295,24.113820649424394
296,28.45490920900255
299,28.55199639539738
300,31.399343680283902
301,30.012706918624122
308,32.64273106999011
314,25.66386662740912
315,25.44479658966058
320,21.176328650817858
322,25.08173409235023
323,23.05249877507159
324,19.195530323489056
327,24.027879652279815
330,23.95933163482775
332,19.294968163553904
333,22.9350767165268
336,20.813093513313902
338,19.18061763155567
346,15.877283251778149
347,13.890908225610179
351,20.06844759700832
352,19.925496714629766
354,24.831850339336032
355,14.085510691495394
356,16.532089147319706
362,19.868835799505877
364,22.317761799444618
365,40.054091184828344
370,35.368305253405026
376,27.076617073007103
379,17.094811311693356
380,17.898729008183107
381,19.744715236955503
382,19.471968002332396
386,8.495188429769627
389,6.701479353070308
391,18.080965821885336
394,21.335203163441957
396,21.223911268788655
398,17.024790519571486
400,10.932223598039474
403,18.95385033951092
405,9.31553894852724
406,12.00642355887387
407,9.191303350978089
410,20.190730938408144
411,17.96193104515276
412,16.83216560417572
413,0.9272752505200827
417,12.871060002289049
421,20.67436917526308
422,18.96491456480596
423,19.534634245734242
424,12.525306940166363
427,16.697773031240832
431,18.128604795786853
436,13.36956675903091
437,14.933235437820205
439,4.193313804378981
447,18.33128712895771
450,17.720433896814555
451,16.403255489084085
455,15.215037191421061
457,12.397221245903221
471,20.68477481090602
474,26.569346013599144
476,15.928474277013002
483,29.737253055800366
486,23.21495735470222
490,7.741832277215735
495,20.75407170850355
496,16.763294018974317
497,13.415179318585068
499,21.3614459822226
501,20.34130232108762
505,26.67548780754216
